timestamp,comment,source
N/A,This fool and his party need to go and a large part of libs should leave the country and some jailed.,YouTube
N/A,Non elected,YouTube
N/A,Sworn as 24th PM ? Heller! Big Joke - snap election if you are fair  candidate as you are not selected but designated —-,YouTube
N/A,"This is embarrassing, time to dump the British monarchy as our head of state.",YouTube
N/A,"Finally a guy who already proved that he knows what he is doing, not some st*p*d career politician.",YouTube
N/A,Such a creep!,YouTube
N/A,"Ok great, now call an election and legitimize it.  Right now he's ""unelected"", nobody other than the liberal leaders voted for this guy. If this is what Canada wants (and it seems to be leaning that way VS PP) then the public needs a vote",YouTube
N/A,"THIS comment section is insane. I’m sickened by all of you. You just flood every comment section with your hate and conspiracy theories. 

It’s actually the type of Canadian commenting here who are ruining our country.",YouTube
N/A,I’m so happy. Hope he can shut Trump down.,YouTube
N/A,"I hear what he pledges, but I have to wonder, when this will come to an end, when Canada will be a real independent nation.",YouTube
N/A,You know everyone in Canada?,YouTube
N/A,LMAO. The polls show otherwise ;),YouTube
N/A,"WHY NOT.   You do believe in democracy, right",YouTube
N/A,Non elected banksters,YouTube
N/A,"Educate yourself on how the parliamentary system works. We vote for the party, not the person.",YouTube
N/A,"Calhoon4U no we literally don't 

We vote representatives. This isnt a sport you reject",YouTube
N/A,"You know him personally?
Or were you speaking of yourself.?",YouTube
N/A,"@DianeBradt  
Triggered??
Lmao
So you just want to make disparaging remarks with no pushback.!?
Sooooo, a troll then 🧌.   Ok, I got it.",YouTube
N/A,Ya shut down canada,YouTube
N/A,"Guess Canada’s banking experience just became a little more political, hope he’s got a solid interest rate on those promises!",YouTube
N/A,Is he Joe Biden's younger Canadian brother?  😅,YouTube
N/A,Sad day for Putin/Trump boys.,YouTube
N/A,How can they call him a PM when he isn’t a member of parliament,YouTube
N/A,"Congratulations, best wishes.",YouTube
N/A,Another power grab,YouTube
N/A,Let's go!!! Looking forward to Mark Carney as prime minister 🇨🇦🍁,YouTube
N/A,"And that's how democracy dies, to thunderous applause.",YouTube
N/A,Congratulations carney,YouTube
N/A,I think it’s fair to give him the title of leader of the liberal party but not proper to call this man prime minister. Canada needs an election so the people can elect our next prime minister.,YouTube
N/A,Let this be a new era in Canadian history.,YouTube
N/A,Not one Canadian flag! We need an election NOW!!!!,YouTube
N/A,Yay!  💪🇨🇦,YouTube
N/A,"Election now,done with drama queens for 9 years...",YouTube
N/A,Read my lips Carney. CALL AN ELECTION NOW !,YouTube
N/A,How soon can we get him out of there.  They forgot to add Ah's and Um's to the text he was reading.   He needs to have a least 12 per minute.,YouTube
N/A,Bots in full swing in this comment thread! Very obvious Pierre's endorsers have upped the budget. Don't fall for it. We need experience and leadership not subjugation.,YouTube
N/A,"All of the hard Conservatives saying ""ELECTION NOW!"" don't even realize just how bad that's gonna be for them. Have you even seen the polls?",YouTube
N/A,"Only Canada would have a clown as a PM, what a fool!!!",YouTube
N/A,He was not voted in by Canadians. We need an election,YouTube
N/A,🤦 you people are such clowns. 😂,YouTube
N/A,Bot,YouTube
N/A,On what? The agreement they had calls a debate? The 250k voters booted from voting? Or the 2 members left out that would have actually said something?,YouTube
N/A,Ya his zero policies and zero interviews excite you botĺ,YouTube
N/A,Are you messed in the head... He is just stepping in for all the mess that his party has created over the last 8 years 🇨🇦 🤣🤣🤣🤣🤣🤣,YouTube
N/A,Armaan and his Liberal Bots 🤖,YouTube
N/A,New Era Of Corruption,YouTube
N/A,"Yay, a new pdf file in office! And one rhat aas advising Trudeau all throughout this current mess.
What a huge change...",YouTube
N/A,"And also if Pierre is “so good”, why hasn’t he gotten his security clearance yet?",YouTube
N/A,"Sure, that's what CNN told Harris supporters. Vote vote vote for Conservatives! Get these sick Leftists out!",YouTube
N/A,"Disgusting. The System has to change, and this shouldn't be allowed. I didn't vote for this new Clown.",YouTube
N/A,No constituents  not elected....no ridings ..pm installed,YouTube
N/A,"All those 51st state jokes, we still bow down to the king of England!",YouTube
N/A,Call an election now! We don't want a selected PM,YouTube
N/A,She couldn't sit still if her life depended on it and why we allow politicians like this to run in Canada is beyond me 😮,YouTube
N/A,"As Canadian citizens, we are suffering!",YouTube
N/A,"It is pathetic that we still have to swear allegiance to guys like Charles and his ilk. But, congratulations to Mark Carney. I also would like mark Carney to straight away address his connection to Ghislaine Maxwell, emulating how Obama handled the controversy around his moronic pastor who spewed nonsense. This way he can put it behind him once and for all.",YouTube
N/A,Does swearing in mean they will TELL THE TRUTH,YouTube
N/A,They hopefully will call an election quickly before this PERSON can give our country to wef!,YouTube
N/A,Nice nod to the camera when you said king of Canada.  Allow trump to learn he can’t just annex Canada,YouTube
N/A,"""Yes, i promise to be a good little puppet for the Crown and keep secrets from the peasant Canadians."" 🙄",YouTube
N/A,What a rigged joke. A very dangerous joke …. :/,YouTube
N/A,"Canadians never voted this fool in, time for an election now",YouTube
N/A,Election,YouTube
N/A,We need to get Carney out of office as soon as possible. Sad day. Call an election NOW!,YouTube
N/A,"I wonder, how often can a prime minister change within a party?",YouTube
N/A,I am frightened for the future of my kids in Canada,YouTube
N/A,Selected Not Elected! Call an election.,YouTube
N/A,Mark Carney’s leadership will be interesting to watch as Canada navigates its economic and political landscape. Hoping for policies that benefit all Canadians and drive sustainable growth.,YouTube
N/A,"So are we finally going to get a election or is this guy just going to stall for as long as possible… ah who am I kidding, it will be the latter",YouTube
N/A,You probably didn’t vote for Trudeau though either… even if you did vote liberal you only voted for your MP.,YouTube
N/A,There is hope for our future!,YouTube
N/A,He can kind of speak french but he has no seat in the Hoc. Disqualified if you ask me,YouTube
N/A,Carney was installed like a toilet.,YouTube
N/A,Doesn’t even look or feel honest or smooth,YouTube
N/A,"King Charles...

I really love to see Canada independent from the commonwealth and be 100% it's own country!",YouTube
N/A,Not my PM.,YouTube
N/A,ELECTION NOW!! PP for PM! 🇨🇦🇨🇦🇨🇦,YouTube
N/A,He's not my PM never have or never vote Liftist Liberal.,YouTube
N/A,He can outsmart the Dumb across the street and Ford can out Trump the TRUMP its a good combination im Conservative all my life..im voting for who ever can cause the most pain to TRUMP,YouTube
N/A,"Interim Primie Minister. Very important. He was given the role due to attrition, not democratic vote. His first act must be to call an election so the people of Canada can choose someone to administer--not 'run' or rule or even steer!--the country.",YouTube
N/A,"Congratulations, Prime Minister Carney.🎉",YouTube
N/A,Very unfortunate day for Canada with this pm being sworn in,YouTube
N/A,Anyone who is complaining they didn’t elect him is their fault. All you needed to do was register,YouTube
N/A,I must have missed the election.,YouTube
N/A,whats the point of this? there will a new PM in 6 months,YouTube
N/A,You will be remembered as the shortest serving Prime Minister in history. Liz Truss of Canada😆,YouTube
N/A,"Conservatives: ""Trudeau must step down!!!""

Also, Conservatives when Trudeau steps down: ""Carney was never elected in the first place!!!""",YouTube
N/A,"I am hoping he wins the federal election. He has a PhD in economics and that is just what Canada needs as a prime minister, someone who understands and can manage Canada's economy with experience and expertise.",YouTube
N/A,A literal CENTRAL BANKER as your PM.... Wow. Just wow. 😔,YouTube
N/A,Keeping my fingers crossed that he takes his oath with the upmost respect and seriously.,YouTube
N/A,Yeah... Who cares if we live in shoebox apartments and can't afford anything! It's all about hurting Trump! 🤦🏻‍♂️,YouTube
N/A,Maybe somebody can get along with him to some degree unlike Trudeau and Freeland who want to keep 'poking the bear' based on their personal animus for the man and his politics.,YouTube
N/A,You know there is nothing wrong with holding both opinions right. We wanted Trudeau to step down and we want election. Does that make sense now?,YouTube
N/A,What a disaster,YouTube
N/A,"To all the people crying ""he's unelected"", need to go back to civics class. Canadians elected the Liberal Party. The Liberal Party elected Carney. That's how it works. Go to the USA if you want to vote for your head of state directly.",YouTube
N/A,"DIDN'T VOTE FOR HIM
Are we still a Democracy?
Asking for a confused American.",YouTube
N/A,Let's hope it's the shortest prime ministerial term in Canadian history.,YouTube
N/A,I’m not seeing any liberal comments in this comment section. Very weird,YouTube
N/A,Call an early election now!!,YouTube
N/A,He said it French because he's a liar,YouTube
N/A,"Great, a PM with absolutely NO mandate, not even a seat.  And people think he'll help.",YouTube
N/A,The king has no say in our land neither does any liberal or NDP politician.,YouTube
N/A,Now call an election so we can elect a competent person to do the job.,YouTube
N/A,"Unelected and unwanted!

Call a damn election",YouTube
N/A,Election please. a small percentage of the elite voted for this clown. We the people did not,YouTube
N/A,No one has elected him!!! Shame on!!,YouTube
N/A,Of course there is going to be an election 🙄 Why are so many conservatives freaking out? Relax.,YouTube
N/A,Just disgusting !! Carney is a clown.,YouTube
N/A,The old garbage is gone and the new pile now grows! Hail Hydra!😅,YouTube
N/A,The prime minister we need for right now,YouTube
N/A,JTrudeau could now enjoy time with his family. Thank you for saving Trudeau from getting hurt!,YouTube
N/A,"He’s not my Prime Minister. He was voted in by 151,000 people. The other 36 million Canadians don’t appear to get a voice.  Is this democracy? We need some reform in our political system.  When asked I would say we are a country without a Prime Minister.",YouTube
N/A,why did he insist on the right side of the governor ?,YouTube
N/A,"More Canadians voted for the Conservative Party, actually...",YouTube
N/A,@SkullLeader  I never said Liberals won the popular vote.,YouTube
N/A,If you’re American this doesn’t really seem like a you problem,YouTube
N/A,Ya somehow this made him number 1 with no plan,YouTube
N/A,"Actually, the King has quite a lot of say, who do you think is going to hand you over to the Yanks? 😂",YouTube
N/A,"any liberal member could vote for the liberal party leader, so canadian people did vote for him..",YouTube
N/A,Ya any could minus the 250k that couldn't,YouTube
N/A,lmfao 😆😅🤣😂,YouTube
N/A,HE IS NOT MY [PM] and never will be as God be my trust,YouTube
N/A,"A very sad day for canada, can't wait for Trump to take over",YouTube
N/A,Congrats! Now time to work on the economy and call the election so I can vote for you Mr. Carney.,YouTube
N/A,God help us all.,YouTube
N/A,Congratulations Prime Minister Mark Carney. Long live Democracy in 🇨🇦Canada🇨🇦.,YouTube
N/A,"PM Carney is right, a gd carnival",YouTube
N/A,People want him gone but dont even vote,YouTube
N/A,Give him a break guys. Dont be like Americans and their maga crap. We are better than that. You have to power to vote when election comes,YouTube
N/A,Carney Swears Allegiance to the King 👑 He kisses the ring.,YouTube
N/A,Marx Carnage has no business being appointed to this  position. Election now,YouTube
N/A,SAD DAY FOR CANADIANS.,YouTube
N/A,You can smell the bull 💩 from space,YouTube
N/A,Don’t trust this guy at all!!!!!!!,YouTube
N/A,Congratulations.  Mark. 👍,YouTube
N/A,Will he work for minimum wage?,YouTube
N/A,WEF INSTALLED PUPPET!!! HE WILL BE 🩸🩸🩸🩸🩸,YouTube
N/A,WEF just changed its representative (agent) in Canada. So don`t expect any changes. At least not for better.,YouTube
N/A,"This guy is nobody’s PM, election NOW",YouTube
N/A,Canadian Kamala,YouTube
N/A,why would they even bother doing this right now what a waste of time,YouTube
N/A,I am happy!,YouTube
N/A,"There's quite a lot of bull 💩 up there already mate, might be hard to differentiate the specific odor 😂",YouTube
N/A,Sad day :(,YouTube
N/A,Nobody in these comments has even a vague understanding of how this works lol,YouTube
N/A,Time for an election. bye bye Carney it's been a slice,YouTube
N/A,It would be better for you Canadians under Trump😅,YouTube
N/A,I guess must have very recently forgot to vote or missed something,YouTube
N/A,The architect of the Carbon tax has ties to Ghislaine Maxwell that go way back. I'd bet he's on the list.,YouTube
N/A,🇨🇦 CANADA 🇨🇦 Needs Mark carney to do good 👍 Welcome 🤗 Mr  Prime Minister. Please fight hard for us.  🇨🇦 Team 🇨🇦 Canada 🇨🇦,YouTube
N/A,Installed by the wef,YouTube
N/A,This guy looks like the evil Mr. Rogers.,YouTube
N/A,No one voted for him.,YouTube
N/A,Call an election coward !,YouTube
N/A,Canada screwed 2.0,YouTube
N/A,Let’s go! We’re not guaranteed a conservative government anymore!,YouTube
N/A,"Unelected Dictator

Oh Canada 🇨🇦",YouTube
N/A,"Nobody elected him to parliament. He is just an EGOManiac Elitist.
             NOT MY PRIME MINISTER",YouTube
N/A,"Ok nice, when does Canada get an election??",YouTube
N/A,"Call the election now. 
No more wef",YouTube
N/A,ITS FUNNY HOW A FINANCE ADVISOR IS NOW PM AND LOOK AT OUR DEDT NOW HMMM LET THAT SINK IN,YouTube
N/A,"I think he's the right choice, and ALSO think we need an election right quick so we can do that properly.",YouTube
N/A,Canada's democracy in action!,YouTube
N/A,"They control your central bank, it's convenient 😂",YouTube
N/A,"""we have infiltrated the cabinets in Canada"" and that was before Carney. ☠️",YouTube
N/A,More like Mr Burns 😂,YouTube
N/A,Call election now,YouTube
N/A,How can you be Prime Minister without winning an election? Our political system is messed up. Time to become the 51st state,YouTube
N/A,Are ze bugz on the menu at the luncheon that follows?  Or are those just intended for the regular tax paying people?,YouTube
N/A,"Same circus, different clown!",YouTube
N/A,another disaster Pm for canada,YouTube
N/A,He and Kim Campbell can hold hands now for the shortest term as PM,YouTube
N/A,This guy shouldn’t be anywhere near this office.,YouTube
N/A,Canadian never voted for this guy.,YouTube
N/A,0:38 He broke the 4th wall,YouTube
N/A,😂 we need a strong PM one like Trump 😅is the  only solution 😮,YouTube
N/A,Same bus.. just a different bus driver..,YouTube
N/A,Now all that's left to see is if he has the balls to do the job properly.,YouTube
N/A,Trudeau quit....This guy isn't it.,YouTube
N/A,Canada=British Colony,YouTube
N/A,"Interesting, he swore alligence to the Crown in both offical languages, didn't mention anything about you chaps. 😂",YouTube
N/A,"But no one elected him. The time trudeau stepped down, as party leader and PM, we should have gone to election",YouTube
N/A,Praying for wisdom for our new leader and advisors!,YouTube
N/A,Let's hope he does a better job than JT.,YouTube
N/A,"The Case for Abolishing the Westminster System and Embracing a Canadian Republic
The Westminster system of governance, while rooted in the traditions of British colonial rule, is fundamentally flawed when applied to a modern and independent nation like Canada. The Westminster model concentrates too much power in the hands of the executive, leaving citizens at the mercy of an unchecked ruling class. The Monarchy, though ceremonial, undermines democratic sovereignty by vesting too much power in a distant, foreign figurehead, and the Governor General, though theoretically neutral, is an unelected representative of this monarchy who holds sway over significant political decisions. These systems weaken the foundational principles of self-governance, personal liberty, and accountability that are essential for a truly free nation.

Instead of maintaining this outdated system, Canada should shift toward a Republican form of government, grounded in the principles of Representative Democracy, where the power rests with the people, not a monarchy or aristocracy. This transition would reflect the true spirit of democratic ideals, recognizing that the people are the ultimate source of power and sovereignty.

In such a Canadian Republic, the rights of the people would no longer be granted by the government or subject to the whims of those in power. They would be immutable, inherent to each individual as God-given. These rights would not be privileges to be bestowed by those in power but would be the foundation of a social contract based on the recognition of each person’s dignity, freedom, and autonomy. The government’s primary role would be to protect and preserve these inalienable rights, not to restrict or manipulate them for political gain.

1. The Right to Self-Governance: Replacing Monarchy with the People's Sovereignty
The first and most fundamental argument for abolishing the Westminster system is the need to reject hereditary power. The idea that the head of state is unelected and inherited is inherently undemocratic. The Monarchy, and by extension the Governor General, are remnants of an imperial era that has no place in a modern, free society. In the spirit of the American Revolution and the founding fathers, we must recognize that the sovereignty of the Canadian people should never rest in the hands of an unelected monarch or their representatives. Power must flow from the people, not from a system that preserves the elitism of distant royals.

A Canadian Republic would empower the citizens to elect their head of state, ensuring that the leader of the country is truly accountable to the people. No longer would citizens be subject to the whims of a foreign monarchy or a government that operates in a shadowy, undemocratic manner. Instead, Canadians would have the ability to directly shape the direction of their country through free elections and a direct democratic process.

2. The Inalienable Rights of Citizens: God-Given, Not Government-Given
Another key argument in favor of abolishing the Westminster System and moving towards a Canadian Republic is the establishment of an immutable constitution that recognizes God-given rights. Under the current system, rights and freedoms are often viewed as privileges that the government can grant or revoke at its discretion. This arrangement creates a dynamic where the government becomes the arbitrary decider of who has access to rights, and under what circumstances.

In contrast, a Canadian Republic would base its Constitution on the principle that rights are inherent to every individual and cannot be revoked by the state. These rights, which include freedom of speech, religion, property, self-defense, and the pursuit of happiness, are inalienable. They are God-given, and as such, they cannot be infringed upon by any government.

The establishment of a Republic with an immutable constitution ensures that citizens' fundamental liberties are protected from the whims of political elites or temporary majorities. It solidifies the principle that personal liberty and individual rights are the bedrock of any just society.

3. A Government of Limited Powers: Inspired by the U.S. Founding Fathers
The American Revolution laid the groundwork for the idea that a limited government is essential to protect individual liberty. The U.S. Constitution enshrines principles that emphasize the importance of a separation of powers, a check and balance system, and the protection of individual rights through a Bill of Rights. These principles were born out of the recognition that too much concentrated power in the hands of a central government can threaten freedom.

The Canadian Republic could draw inspiration from these principles, establishing a government that is limited and accountable to the people. Federalism would ensure that local and regional governments retain significant authority, while the central government is empowered only to protect the rights of individuals and maintain national security. Legislative power would be checked by an independent judiciary, ensuring that laws are both fair and constitutional.

Moreover, the Canadian President or Prime Minister would be directly elected by the people, ensuring accountability to those they serve. In contrast to the Westminster model, where the executive power is often held by a political elite, a directly elected head of state would be bound to represent the interests of the people, rather than a distant crown or the interests of powerful elites.

4. A More Transparent and Accountable System
Finally, the Westminster system fosters an opaque, elitist political structure that protects the status quo and impedes genuine reform. This system often encourages party loyalty over principle, and partisan politics can lead to corruption, inefficiency, and a lack of accountability to the people.

By adopting a Canadian Republic, we can shift towards a more transparent, directly accountable, and people-centered system of governance. A Republic would break down the old hierarchical systems and replace them with a system where the people are truly in control of their own future. Electoral reforms, such as proportional representation, could be implemented to ensure that every voice is heard and that no group is left out of the democratic process.

Conclusion: A New Era for Canada
In conclusion, Canada has outgrown the Westminster system and the vestiges of imperial rule. A Canadian Republic, grounded in the principles of Representative Democracy, personal liberty, and inalienable rights, is the way forward for a truly free and just society. Inspired by the ideals of the American Revolution, we can build a new government—one that is accountable to the people, protects our fundamental rights, and limits the power of the state. A government that operates under an immutable constitution that recognizes that our rights come from God, not from any government, would truly be the fulfillment of a just and free nation.

It is time to abolish the Westminster system and forge a new path—one that respects the sovereignty of the people and ensures that the government serves and protects us, rather than oppressing us.

This argument for a Canadian Republic emphasizes individual liberty, inalienable rights, and self-governance, with a focus on personal responsibility and a government accountable to the people, drawing on the wisdom and principles of the American founders. What are your thoughts on the direction this could take?",YouTube
N/A,Election now!!!,YouTube
N/A,"Don't worry, Canada's real head office is in Washington DC, you guys need to learn more about where you live 😂",YouTube
N/A,sure we did,YouTube
N/A,@yourmaker8786  it's totally corruption government.,YouTube
N/A,That’s not how our system works.,YouTube
N/A,@ I know but it doesn’t make sense,YouTube
N/A,How can an unelected person be PM….. ?,YouTube
N/A,Now is time to get a new PM. As we got a plant in his place.,YouTube
N/A,"Sickening, an UNelected employee being given this position at this time. ELECTION NOW!!",YouTube
N/A,Get that Carney outa town,YouTube
N/A,Communist Carney.,YouTube
N/A,Call and win the election now!!!,YouTube
N/A,Election now!,YouTube
N/A,No Canadian flags! Release your investments portfolio now!!!!,YouTube
N/A,Where are the flags of Canada?,YouTube
N/A,Sad day,YouTube
N/A,"People in the comments section don't understand how our elections work.

We elected a liberal government, then that government selects their prime minister, like what just happened.

This very situation has happened with a conservative government, like Kim Campbell.",YouTube
N/A,Don’t get comfortable,YouTube
N/A,"Now, we just have to do everything we can do to make sure he stays 💁🏻‍♀😅",YouTube
N/A,"Know what the demon possessed lust after most, they will even use fraud.

Self exaltation",YouTube
N/A,These commenters don’t know anything about politics,YouTube
N/A,How can this happen...we as Canadians should vote,YouTube
N/A,Now we want an election,YouTube
N/A,Should he not have a seat in parliament for this to be legal?????????,YouTube
N/A,What when did the 666th Pm get his thrown?,YouTube
N/A,Dark days for Canada,YouTube
N/A,"NOT OUR PM 
WAS NOT VOTED IN BY 🇨🇦",YouTube
N/A,I can't wait to get out of this country,YouTube
N/A,no offence... no one voted for him but he can become pm of the people?,YouTube
N/A,"If you see what eby is doing in bc, you know carney will also do the same thing,so no election",YouTube
N/A,"It's time to usher Canada into a new era of strength, respect and long term prosperity 🙏",YouTube
N/A,"Looking very Prime Ministerial, we welcome you with open arms! Bravo!!!",YouTube
N/A,What a joke. This country is a joke,YouTube
N/A,"Subaru: ""Hehe, 24"" (holds in laughter)",YouTube
N/A,"I guess anyone rich and well connected can become PM. We, the West, always talk about how we're free and we can become anything we want if we work hard enough but this just shows how nonsensical it is and we're really not all that different from places like China.",YouTube
N/A,"Congratulations Mr Carney, good luck going forward! ❤️🇨🇦",YouTube
N/A,"Another Biden , but Canadian.  Lolololololol",YouTube
N/A,Great! Now call an election,YouTube
N/A,If you asked AI to create a used car salesman.,YouTube
N/A,"Sweet, did he call an election yet?",YouTube
N/A,"🇫🇷Dieu sauve Charles III, le roi du Canada! 🇨🇦 God save Charles III The King of Canada!🇬🇧",YouTube
N/A,More lies?!,YouTube
N/A,"Before you comment.
Make sure you do some researching from bipartisan sources.",YouTube
N/A,now he can put the emergency act to have the unlimited power hail your new emperor ...,YouTube
N/A,Epstein list we know!!!!!!!!!!!,YouTube
N/A,"He is not my Pm - doesn’t say much of a person integrity when he accepts a position that the people of Canada did not vote for, but e should not be surprised by his as he has taken credit for things that he had no business taking credit for.   What an imposter",YouTube
N/A,System is in place. Challenge your system - not him!,YouTube
N/A,"VS PP who took 11 years to do a 3 year degree? LMAO. Education is  a GOOD thing. This guy has what it takes, and that's why the polls are changing.",YouTube
N/A,"@AlyssaSouthSide  then why did he think installing a carbon tax wouldn't cost us consumers money? Right he knows so much that people in the UK despise him for how badly he managed them there. 

At least PP is elected. I rather take him than a banker any day. A banker is not your friend and never will be your friend. Bankers will sell their country's for a dime if they could.",YouTube
N/A,"Libs say this is how canada is.

Ok that's not good. We don't elect senators, that's not good.

We don't elect judges, that's not good.

We don't elect a pm, how a minority government gets to lead is beyond me.

Maybe canada should vote their representatives in and then canadians can vote the pm from those people.

This isnt democracy. You can whine this is how canada does it but that doesn't mean it's democracy.",YouTube
N/A,Just keeping the seat warm for Pierre bud,YouTube
N/A,We have a good business man in charge. Good Luck and represent us well!,YouTube
N/A,Its official we have become a Banana Republic...,YouTube
N/A,Not my PM!,YouTube
N/A,Not my PM!!!,YouTube
N/A,A sad day for cdn democracy,YouTube
N/A,Carney marks the spot! 💪🇨🇦,YouTube
N/A,"Call the election, Rockstar!    🪨 🌟",YouTube
N/A,He cant even speak french. There goes the quebec vote,YouTube
N/A,look at all the russian bots in this post isnt it funny,YouTube
N/A,"Canadian banana republic ""democracy""",YouTube
N/A,"Dude should be exiled, not unlawfully put in as an unelected leader.",YouTube
N/A,did I miss an election???,YouTube
N/A,this makes my skin crawl,YouTube
N/A,What a joke! Carneys carnival,YouTube
N/A,call an election markus,YouTube
N/A,Why do you still swear loyalty to the king,YouTube
N/A,"The prime minister that nobody voted for 
Thanks Canada",YouTube
N/A,Call the election now!,YouTube
N/A,For WEF to completely destroy taxpayer's standard of living?,YouTube
N/A,Bots and their emoticons,YouTube
N/A,Beginning of the end of Canada,YouTube
N/A,Finally a leader who has a brain and a RESUME. ABOUT DAMN TIME.,YouTube
N/A,pray tell me a Prime Minister is the first minister.. he is not yet a minister...  he holds various  citizenship this should not be allowed? This is corrupt period... we need to rewrite this if it is legal.. this is a disgrace,YouTube
N/A,Call an Election!,YouTube
N/A,"I like that he doesn’t,t use a big sharpie",YouTube
N/A,Congratulations Prime Minister Carney,YouTube
N/A,Why speak in French first?,YouTube
N/A,Absolute garbage. How are foolish are people????,YouTube
N/A,WEF's next best thing to destroy canadian taxpayers standard of living.,YouTube
N/A,Carney is not my Prime Minister. Charles is not my king.,YouTube
N/A,Call an election,YouTube
N/A,Call an election,YouTube
N/A,Election now! We are so far away from the will of the Canadian people!,YouTube
N/A,Call an election!,YouTube
N/A,Congrats Mr Carney 😊,YouTube
N/A,call an election now!,YouTube
N/A,I wanna hear what policies you're going to bring in and then for you to call an election,YouTube
N/A,"Truly, a sad day for Canada. The duopoly cemented through installation. The working class is broken, not knowing where to turn. Gig economy and pittance UBI on there way within 10 years",YouTube
N/A,😂😂😂😂 not a serious country...,YouTube
N/A,feels so corrupt,YouTube
N/A,And this guy's going to liquidate the assets 😂,YouTube
N/A,"Yes the PM position is defacto, and he's the King of the land, not the people, your here because you contribute to the upkeep with your tax dollars 😂",YouTube
N/A,Get out there !  We want election.,YouTube
N/A,NOT MY PRIME MINISTER!!!!!,YouTube
N/A,embarrassing.,YouTube
N/A,Peep freeland tweaking as per usual,YouTube
N/A,Good to know that he practiced his French this time,YouTube
N/A,Call the Election!!!!,YouTube
N/A,Election time. Pierre for PM,YouTube
N/A,"Trump quicksand…..Lol
We are watching the greatest show on earth",YouTube
N/A,"Dear Banks of Canada and England, and the King of course, thank you for tightening the reins of power in this time of great changes. lol",YouTube
N/A,How is this even allowed lol what,YouTube
N/A,"he seems like a pretty personal guy, still a banker though",YouTube
N/A,Can someone say dictatorship..Who elected this guy..God save the King...,YouTube
N/A,Gross,YouTube
N/A,Disgraceful,YouTube
N/A,How is this even possible!!!,YouTube
N/A,And the gong show continues. I’m gonna pack my bags and move to Narnia now. 🌁🌄,YouTube
N/A,Remind me what electoral district he is MP for?,YouTube
N/A,"Total bull crap ,during a crisis with our number one trading partner",YouTube
N/A,"Better call and election, you see selected not elected",YouTube
N/A,He is Rishi Sunak of Canada,YouTube
N/A,"Well, you see, they created a system for themselves and convinced us it was for our benefit, people still believe this, in droves 😂",YouTube
N/A,He is a placeholder call an election.,YouTube
N/A,Finance bro as PM,YouTube
N/A,A Big Mistake in Canada.,YouTube
N/A,How the actual... How is HE the Prime Minister???,YouTube
N/A,So many crybabies in here...,YouTube
N/A,How about an election by the people! Eh,YouTube
N/A,BOOOOO,YouTube
N/A,WEF vs Canada 🇨🇦,YouTube
N/A,Ok now call election,YouTube
N/A,This is wrong I say.Terribly wrong.,YouTube
N/A,❤ Go Canada!!❤,YouTube
N/A,This guy is a joke,YouTube
N/A,"So proud of Mr. Carney.   People need to look at his track record.   It's amazing!   We need to look at merit and he has merit far beyond any other person in Canada.   Education in the top global universities, Governor of the Bank of Canada and Governor of the Bank of England.   Has worked all over the world and understands the different cultural sensitbilities.   He's the man to do the job.   Traditionally I'm not a liberal voter but I have so much confidence in Mr. Carney I will vote for the liberal because he's smart, mature, responsible, respectful and states the fact.",YouTube
N/A,Congratulations Prime Minister Carney 🇨🇦,YouTube
N/A,He said he is calling an election asap,YouTube
N/A,Wheres the puke button. Canada is screwed.,YouTube
N/A,The trolls are out in full force trying to screw with the next election,YouTube
N/A,Guy who moved his businesses to USA.,YouTube
N/A,Election now please,YouTube
N/A,Its sad and disappointing that a lot of Canadians have no clue how Canadian politics works. Probably never even voted.,YouTube
N/A,Welp were done for,YouTube
N/A,Definitely voting Carney.   Never maga Pierre,YouTube
N/A,Nobody  voted for the guy,YouTube
N/A,When did I vote for him? 🤔,YouTube
N/A,Not my prime minister,YouTube
N/A,But how does this happen if we never elected him?,YouTube
N/A,This guy will get crushed if ever we get a fair election,YouTube
N/A,The devil is now on his throne.,YouTube
N/A,"Moi, I would also like to become prime minister please",YouTube
N/A,Trudeau part 2.,YouTube
N/A,❤ from Ottawa,YouTube
N/A,Call election.,YouTube
N/A,Federal election asap,YouTube
N/A,Here we go again push for an election quick go Pierre 😂,YouTube
N/A,Steward of Gondor,YouTube
N/A,"Not my prime minister, was not voted in by the people.",YouTube
N/A,@CTV I hope you are looking in your comments.,YouTube
N/A,"Apointed, not elected.",YouTube
N/A,Not my PM,YouTube
N/A,"Election time,,,,,,,",YouTube
N/A,keep telling yourself that,YouTube
N/A,"87% voted for him, dummy!",YouTube
N/A,Awful.,YouTube
N/A,❤welcome Pm,YouTube
N/A,What a show!,YouTube
N/A,Canada's last prime minister,YouTube
N/A,Call an election,YouTube
N/A,Nothing there for me.,YouTube
N/A,Musical Chairs,YouTube
N/A,So anybody can run  now. You dont need to be a mp anymore. Im running to.,YouTube
N/A,Election now!!,YouTube
N/A,What riding was he elected in?,YouTube
N/A,Congratulations sir,YouTube
N/A,"he serves the king, not the canadians",YouTube
N/A,Funny ... his french. Useless,YouTube
N/A,Winning times ahead folks,YouTube
N/A,Not my  PM,YouTube
N/A,Election… NOW,YouTube
N/A,51st state now!,YouTube
N/A,No one voted for him 😂😂😂 he was The finance minister for the last leader and look how that turned out,YouTube
